live_id,live_name,cover_path,artist,level,author
hVXIdig8eXapDWPB,NEVER SURRENDER,gcAFyS0a2hLU.jpg,水樹奈々,11,InariSonoda
NVm2tTBLapIcWnsW,BRIDAL FESTIVAL !!! [EX],ayGBmuRFMl6x.jpg,S.S.D. feat. ななっち,11,Risu
TzYnRNcUB7L7FdWQ,Let's Starry Party!,L0R553A9PdWQ.jpg,⊿TRiEDGE [高瀬梨緒 (久保ユリカ)、結城莉玖 (朝日奈丸佳)、藍原椿 (橋本ちなみ)],11,施斯・彩璧
mqQgC8YpKHcekgrf,Hot Stuff,7NS0t373gg2r.jpg,刀根麻理子,9,MAMUS
pPxJHYn6EC9ZfYX5,【EX】蓬莱花【普通谱面】,HhkYvS7OC0w8.jpg,KAITO（原唱）/MOKONA(翻唱）,9,洛水涟漪
i6pyy3csB1Bi822x,"i-n-g, I TRY!! 【EXTRA】",Hw6hyW435J9D.jpg,Aqours,11,施斯・彩璧
IvbBlBVBEv5X623a,アイスドロップ,iS6S9hPgdBKy.png,aqu3ra / 桃井愛莉 (CV: 降幡愛),10,望月 穂波
jb6Guk2BSD3IWrp1,March handyman,09rIEsIG7MVR.jpg,haru☆,9,silverdemon
uvqz0a2KQvfgSNbd,Embracing Blade,t75q4BOypF1M.jpg,アフィリア・サーガ,10,Hakanai Yume
KbWi25QHXGyC60OR,GET THE WORLD,IHBL30mtmbhm.jpg,GET THE WORLD,10,oscar865
RVtrzS2VjVc6yCXH,EDY -エレクトリカルダンシングヨガ-,Ca8uHGcb5JTJ.jpg,EDY -エレクトリカルダンシングヨガ-,12,oscar865
JITMioynAgBXCb9o,Trancetic Mode(三森すずこ),Y1ELc98YGKy9.jpg,Cutie Pai,9,次奥这不科学
BaYXF6ZJqyWLs9WN,ぷわぷわーお,ijD54XeY20HH.jpg,Printemps,10,Hakanai Yume
uLjQljsxJGefRTSc,Dino,TJ0f19KpRKIF.jpg,Cranky,10,wilty
Wo1i9GjZRSdlGHLG,Innocent Blue,L4cT8ZZDVImq.jpg,Trident,9,汐喵の秋刀鱼
V5IaLpsMQiESkLaR,storiʌ,5pNEDIqYKqC2.jpg,xi vs sakuzyo,12,如月喵
1Ob5puRf4oG4pPhJ,MOTTO-ZUTTO be with you,4anr1oud2WeH.jpg,黒澤ダイヤ (CV: 小宮有紗),10,施斯・彩璧
rVgDZMKNN4aetYlk,Strawberry eyes,PuGMsUnAXyWs.jpg,高本めぐみ,10,sumon_露菲尔
8n8z00c5QqKT4J9w,DOUBLE WISH,lWNngnjPhGev.jpg,うたの☆プリンスさまっ♪,10,ryamarryn
6o5ZBhWZL9J6xuKB,真っ白な未来,6PeQz3dlXR2W.jpg,临时女友,10,a710170030
VZlQpN0OKOJx6NWw,Spinning Stars,cU5rwJugSKXz.jpg,三森すずこ,11,Acoustic
871o80mtGrJ5hhDg,HIGH POWERED,8w5DBqQIpETF.jpeg,作词：畑亜贵／作曲、编曲：山元祐介／歌：Sphere,10,沉默丶Man
xxuaMyfwTfHntH4X,ダイスキ。 【Special】,ugydkhYUIwFw.jpg,大橋彩香,11,施斯・彩璧
SrFjZ6wOwoBxznWF,anqad,rKccYaJP9ebP.png,onoken feat.b,10,MAMUS
NmdeGNuag4QuiRBt,Re:Call,6j7IMxNM9Dhw.png,霜月はるか,9,Rincho
dGccvBoOmSBL7deY,S(mile)ING,V4KXPPUuX2DC.jpg,THE IDOLM@ASTER,10,口袋迷
3PhKizWigOadwOJb,夏咲き恋花火,pTsxt9y4RVg6.jpg,诹访彩花、久保田梨沙,10,sumon_露菲尔
WDQQVKPWROZSDZNP,RetroPoktan(HD),b7f39c8e7ac12a7beed539c976e8cb74.jpg,MAZO,11,天坑君
JOgzT2VcbSG0PGMh,義風乱舞,ekzXWu0wOy4S.jpg,和楽器バンド,13,91999198
irmCh8rmQaWgTeIp,こだまことだま,lf3PPOMpPQ8p.jpg,nano.RIPE,10,浮生若沫
8EPXJtFDXKsYNA5Q,Dear Answer,56nAtRpEnc3S.jpg,唐沢美帆 (TRUE),10,Hakanai Yume
L9Y4I0mBjcJCYK43,mint tears,TzthJHOdQmVI.png,cotoribbon,11,小泉花陽
sUrtgXbG9yTIoJcQ,サキワフハナ,KiLlNIVC5bpw.jpg,三森すずこ,10,かふうちの
g5Bpqz02RA3VObHQ,SANDSTORM,zonert86Pa2a.jpg,Darude,11,野兽先辈
dRSQ2zVEwQlOle7x,TOMORROW,L3oBIQkMsKp6.png,早见沙织,8,浮生若沫
5zdbCggkYH7sicXX,ミライメロディ,Ermg1fiLMwbb.jpg,yozurino*,10,施斯・彩璧
e9FypS5jQi3JWYqb,時には昔の話を,u9XCUH1G68Rl.jpg,新井大树,10,浮生若沫
LCvdQ2JS7OVPW0Op,Victory Remix Version-HD,Ey7eVm2iJCVg.jpg,Maksim Mrvica,10,天坑君
9MRPS9FoX5el680m,Save Your Smile,SK153w2hnqfE.jpg,S.I.D-Sound,11,天坑君
auuPFzjiXivQlhJ2,R,unN3rykqXpfM.jpg,Roselia,12,oscar865
cbK9wIZvgIlpZPsV,Destiny's Prelude,M4dsZmI7KEcr.jpg,水树奈奈,11,91999198
9B9Xo8cJNkPlNjhK,Fallen Down (Reprise),n3JUBdSnHZPr.png,Toby Fox,10,newdeno
ibMc1DBAd1YrvQ2S,Wonderfu Rush（自制）,M6W5m8jWxV75.jpg,μ's,11,真姬MAKI
fA6OQnx3a78I0MUn,Without Words,wH4aZrUHjz9u.jpg,Josh Vietti,12,空瞳画家
0VmOe2M7URXJt2LP,【創作譜面】ときめきシュガー (EX),l4BFbFFo1CER.jpg,放課後ティータイム,11,1O9cha
5JpqI2BwxhCfqlF4,7月29日,Np0Crbvf4NSX.jpg,饭田里穗,9,oscar865
0UPmMNTgFHxFYQcO,絶対特権主張しますっ!,o2hei1CW21PY.jpg,原田瞳&赤崎千夏&金子有希&松田飒水&铃木绘理,11,YingC
Kb8qVYVE4nqzKybW,Catch Me If You Can,MW2b7G7DeoHN.jpg,二宮愛,10,MAMUS
BTHVWb1Nll2vMzZd,不協和音,i4L4op7A5o6I.jpg,欅坂46,10,依协莉丝
dTbLJXj4anybFGjj,I wish,PptEOFWux2YC.jpg,前田爱,10,好男1就
lArJArHFOyI6iI0j,中华烛火娘,z4bRRVEdyGW7.png,洛天依 作者：Sodatune 专辑：透明色 av1007881,9,oscar865
GzHDYrLIneYMKKch,Rough (시간을 달려서),L64NgT4mCo0c.jpg,GFRIEND,9,Ayano0320
fTdg9GaQYcxVgmxj,Granat,ud0ITPW8YYbB.jpg,Drop,9,sunrainbow
PVWJOQSBAIMRUAVX,混沌天堂-HD,9722f7795243f3c6161590665be72ac3.jpg,RYO,10,天坑君
6K5ryI7aRr2ur2Tn,ニルバナ,c87rqHO3q8T2.jpg,ryo & Tia,10,MAMUS
s8yFLJyriM1oWtoO,夜の国,D7YDjWd4etjk.jpg,Annabel,10,wilty
VPvcNkzRNTWAaruW,Time Travel ~Piano ver.~ (Instrumental),kUgUs0LvdoNm.jpg,西浦智仁,10,Dororo
bI4MGX3gczopv6lX,トトファンタジア,4hT57wvyQDlL.jpg,本场切绘(CV:白石晴香),9,91999198
caE8ltkHheBtJsEI,告白,jAFTMrsjFXQ6.png,平井 堅,8,RootSDR
KPtDhj7ykwmzlf1C,太陽と月のCROSS,0Hgf8wGrgsYb.jpg,TWO-FORMULA,11,wilty
WMpoSisDAUl37i8E,Starlog,L0stOSIhrnWW.jpg,Choucho,10,汐喵の秋刀鱼
HXGZWSVHSAQRRODZ,Nightmare Party (Short. ver),a4b29db1972df2b9955af13862a6e7dd.jpg,Tom,10,EliAyase
ieebmsR6ohNAUr7K,The Last Illusion,DH6UdnP7CFa8.jpg,kiryu,9,如月喵
WP4EDW5rOawr73fc,WALK,CnKO6c5l6pbn.jpg,OLDCODEX,10,ryamarryn
YTT7ctlEk0m7NWcy,Southern Cross,NVkdAufz3KsQ.png,プロキオン・プティング,11,BB有何贵干
GKQRKVQGVFRFHVXY,ケサランパサラン（灵感少女ed）,2422fc0a82b5c686fae36df0acc7dd65.jpg,every♥ing!,10,niconiconi
CxzNyMsmxbS5UHSp,流砂の岚,6E4pukktCIGR.jpg,劇団レコード,10,kojimahikari
L6umU17KtCq5csLb,Requiem [EX],Ji7i7UTWx5xV.jpg,CustomiZ,9,Aiwei
9k1jzqJC7LrtuUTG,最高速Fall In Love,8iH6WAGAwIUd.jpg,ミーア・パピ・セントレア・スー・メロ・ラクネラ,10,MAMUS
GI3jQ6mOXHEA8xeE,不安定な神様,Y1svghIhHAyY.jpg,Suara,9,niconiconi
B5tnBETLO10LJ2Ou,ROULETTE,hWlmL8WyKM8E.jpeg,うたの☆プリンスさまっ♪,10,ryamarryn
Po0DltXTe4sGckx1,I【Advanced】,XURKsCmJV9uC.png,黑魔,12,91999198
sTuf8iJEzWTpXSMH,Fluquor,l1OlBEVUVh8Z.jpg,Onoken  vocal： Rin,9,MAMUS
l1sQqtlViYM3g7s1,冬の日,2iItoDLgQ3X8.jpg,放課後ティータイム,9,ryamarryn
ShIdSSTC0sDIzPX7,【EX】キャットフード,qOT74TkQef4q.jpg,vocaloid,10,野兽先辈
mAxrI8MEmfWXSd9z,発見者はワタシ,vlYIKBAMqR2L.jpg,たぴみる,10,空瞳画家
IAAFGNVTGDBWUPUT,Total Sphere,4d20fa54b7b161415af4dd7f8e437c7f.jpg,Tsukasa,11,天坑君
h54PEHXUpXxD96SM,adrenaline!!!,Y4JQMFaItibw.png,TrySail,11,teru_1238
gYuhqXtRzrLhkdMA,Niji wo Ametara 【虹を編めたら】 [EX],shpr415DvS6Z.jpg,Fhana,10,Aiwei
A3pfQwycxILA2FTT,No Limit RED Force,I2rpDMpi6l1u.jpg,オンゲキシューターズ,11,施斯・彩璧
Pihf6D46YUWqoo66,花はうつつに（Game size）,xMc5Eonl3aRP.jpg,織田かおり,10,棒小拉__
SFvodjo96e3vGBAk,風を待った日,VwfAPiYYfD3t.png,key社,9,ajlsunset
gcwhiHZMGWJzSsAa,わたしのCOLOR(S),GZvN95yPjXjZ.jpg,高田憂希,10,91999198
ULQEriOylZrtqMLi,IF YOU WERE HERE(L.E.D.-G STYLE REMIX),nWBj33N6KbN0.png,JENNIFER,10,NIGIRI
XOCdvoOlTQiDPEBu,snowy town,sFobMqCHm1KP.png,ginkiha,10,神亚是死宅
ZYHU7RISvQAT21Vl,Killer Lady,FJkDKZcRCtEK.png,GUMI,11,かふうちの
nRhzfbeayCh5oCvs,BRAVE JEWEL,QRx9eG4viRe6.jpg,Roselia,11,豆腐豆腐豆
W2Sc6TFGPowTnkE7,FUTURE IS MINE,OPxc2vvzUtiq.jpg,三森すずこ,10,依协莉丝
wMeBL8m7WoKudS7H,【Hard】Equilibrium,LNc6BrofDM0r.jpg,Maozon,10,91999198
lXPSTeX2Zzs8EbD5,NO EXIT ORION 【創作譜面】,xaI8KuH5fmmR.png,Printemps,11,teru_1238
eYLas1EfhNpBIeni,STARTING NOW!,ceJATN5Oojyx.jpg,水樹奈々,10,佐天泪子
JbqKENWk480cAeyA,Paradisus-Paradoxum,b7XMCwLYd5M5.jpg,MYTH & ROID,11,野生maki
yiBtqfnnngllckMG,Platinum Disco,lEdKsJ1bmeMA.jpg,Tsukihi Araragi,10,DatMinish
PmmGLpLNJydS4L4f,READY!!,ST771at2RDoh.jpg,760PRO ALLSTARS,10,口袋迷
nf1bWkgqMggor2cq,ラ・タタン,WQONBGfCR1O1.jpeg,れをる,9,短发的海狸
PcAyjIsPAo1P7mQq,WONDER! SHUTTER LOVE,GOBXSeNVghuH.jpg,新田惠海,10,sumon_露菲尔
5gaDXuTygsr5rvUz,サヨナラ嘘ツキ,OiPL8tltplLJ.jpg,みみめめMIMI,9,野生maki
CRaqIrA7Y3JWPYG6,夕まぐれイカ時雨,bSdF1DHn133j.jpg,金元寿子,10,浮生若沫
yAG6jwyjHvJBOfTH,Happy×2 Days,hd1enNSc3e1f.jpg,緒方智絵里 双葉杏 三村かな子,10,随便起个名呆嗨
JPTUcMb2orbluwgr,Patria,mAdfDhXXLLms.jpg,Minami,11,かふうちの
fhQ6f71qBAHE1xLC,陽だまりロードナイト,28cYxUuhPiZd.jpg,Roselia,11,NukeLauncher
i12fXz22CwhXCWzi,Dream Jump!!,cK9LO6xSfqUW.jpg,チーム・ハナヤマタ,9,ajlsunset
uRgNLfgtLEGjTcyn,いけないボーダーライン【EXTREME】,paa65OalkRy9.jpg,ワルキューレ,11,小泉花陽
jCmysINiuMciSU2U,初恋の絵本（feat.ゆいこんぬ）,Bkl3te2GuqHh.png,ゆいこんぬ,12,Future
r8pFHD0I7npjwfq4,オカシナ时间,aryORWP7E6HW.png,内山夕実/悠木碧/福原香織/寿美菜子,10,かふうちの
hQv6cwu7RTPvApku,五等分のカタチ,8dBpBaWi0yHz.jpg,中野家の五つ子,10,施斯・彩璧
PX4ZQBBxlnMkY0GF,雨を追いかけて,ZdwfS9jeTBH9.jpg,THE HOOPERS,10,Ayano0320
jYUpPfddUlfvPXuy,爱言葉,XfEieWCKHN0x.png,DECO*27 feat. 初音ミク,9,silverdemon
2NtXVe1qkpmsCHCZ,シルシ 【MASTER】,8VMfpVgBmg3U.jpg,LiSA,10,施斯・彩璧
XX2pvElJfehEPcWH,Beat Hit！,apcoF9YMfgWZ.jpg,宫崎步,10,野生maki
iebcvsvG6ZQWWFBt,春遊 ～happy excursion～,MdGOCwgjwpiU.jpg,太鼓の達人,10,野兽先辈
qzSCqRmPWmYxR2EV,I wish,wtbRTSDuhzSZ.jpg,前田爱,9,沉默丶Man
OaEgoI9wzeVo1gbw,パルス,j8THKfFds8YN.jpg,Team AA,11,NukeLauncher
3eDVtBaFyGuys6xd,Sairai,MIABDRwbb2Jy.jpg,小林信一,9,棒小拉__
qjLCReWx8g9EBx6O,【EX】蓬莱花【玄人谱面】,pwk52qdfJWLI.jpg,KAITO(原唱）/MOKONA（翻唱）,10,洛水涟漪
9gPPm0H3KC8j2wVL,遭难,9VDEOruqTyuO.jpg,東京事変,10,ryamarryn
BozyP5vG7N7OPQrk,Torchlight～夢の灯り～,lpRa4nSXSI3F.jpg,歌：KiraraQuintet（きらら・ランプ・クレア・ポルカ・コルク）,10,沉默丶Man
0hmIyv89lifc2Z93,starlog,76qdpb8R7vYN.jpg,ChouCho,9,BB有何贵干
pGTW7ft5uk5eCzzt,Reseed,BJyyZm0kQjsw.png,quick master,10,ment_HZM
7BKpg2vMwBP04T54,Little star,MGFh79DDFPaf.png,REDALiCE Feat.AyumiNomiya,10,南条爱乃
NYuKuHH754khzh8e,MUSEUMでどうしたい?（自制）,xKfIasvlTGod.jpg,printemps,9,短发的海狸
7rqDhfzVUyKEj4k5,僕ら、駆け行く空へ,Nw3qehLI2lPT.jpg,ルカ,11,ごはんぱん
LPZSWDEXOSSOHKLZ,东京テディベア,128bfe154a4f9e99ff68ed619419fe23.jpg,NERU（feat.镜音 リン）,10,散步君
bZ2tCAVsNqve9J7v,WhisperLand Boys,MigpaxeMIdc8.jpg,sega,9,ww糯米迦ww
nML3CEDT2QzfH4a4,Grow Slowly,gqWv1gOQgDt8.jpg,井口裕香,10,野生maki
snL7R4J6LNMh1Ytr,Cross bouquet,Kw2EuclDIMfC.jpg,霜月はるか・中恵光城,10,小泉花陽
ZCDKEBVJIK7qJABp,anemone,pYrwLUPh4JPH.png,ショッチョー Qrispy Joybox,11,神亚是死宅
BCRCAVHDezTLsKoe,命のユースティティア,6L4aVrUxIjIp.jpg,まふまふ,10,立青www
OFenwCBYxarnKEiW,Reincarnation,xJISwXyVzu1k.jpg,Nanjou Yoshino,10,simcity3000
ssSFvARFOg2Hg3vO,My Songs Know What You Did In The Dark Light Em Up,ZW4gMsCogyTp.jpg,Fall Out Boy,10,YingC
Sqn7wWNtXve7sMSy,REFLECTION,NxcYPT4QdlFW.png,新田惠海,10,sumon_露菲尔
RXWCPYZBRIYUTPGG,Time-Bomb,Vk35lq8Uf8uF.jpg,All Time Low,11,天坑君
0TSGGxHENfjtp7Hd,一度だけの恋なら,FJzR0JLRrdG1.jpg,マクロスΔ,10,ryamarryn
d7DMMFCCCoMlmxuM,Scarlet Faith,ssR9kdIB7Sea.jpg,仲村芽衣子,10,Rincho
yzcFY8wlFOA7iV2F,戦国三弦,h65hRfMJYsut.jpg,太鼓达人,10,YingC
KldcoQveyuLPzRt0,キモチコネクト,ESTnbPhzdzaU.jpg,東雲心菜 meets 日向美ビタースイーツ♪,10,niconiconi
1Vmr6X5tfXtVGdBh,マナ,MpAhB9ypEWct.jpg,enfonius,10,91999198
93oeb9BuE1SmH1Po,虹のかけら,efJeVz2UDCB5.png,昆夏美,10,Future
nqDGX2WPPaT77stw,The Silence,4XTTTfPZoJBY.jpg,Sta,11,wilty
L6DvPgS1WZHmAkUt,どこまでも響くハラショー,onGTiR27d9Ed.jpg,歌：响（CV.洲崎绫）,10,沉默丶Man
IDE36CDNOlPIKNzj,S(mile)ING!,CZRrRPD9mtuQ.jpg,島村卯月(大橋彩香),10,随便起个名呆嗨
vVp3z4pDMPsoHVVM,Do Not Wake,K0vro6KLhM13.jpg,VOSPI,11,wilty
KIkKR1ClgVretdlQ,Claiomh Solais,Hc19DT9oFZvd.png,DJ Yoshitaka VS S.S.D.,10,Lyuma S.
Ayn4xUvKA6FCSRGg,Aozora Train,2YGaYjwqGDQY.jpg,SiSH,8,DangtxI
wgpLsa7faYBE7DUH,New Game,FlWROVD9RVMt.jpg,Nitro Fun,12,空瞳画家
adcdUzbAJPo0tUUy,奏(かなで) (TV Size Ver.),HV2zKe4GhU37.jpeg,雨宮天 (あまみや そら),9,芒果芒果芒
ChVZvjBU4f6kiu11,God Save The Girls,j7yOrI4GorU9.jpg,下地紫野,11,かふうちの
BlYiPWjPXtKCikzO,お気楽ごくらくゆるゆるデイズ,05dX94bXHRRc.jpg,歌：,10,沉默丶Man
5gRh8JYYF13DCgRG,恋のミクル伝説,YEMwvqss0JAy.jpg,歌：朝比奈实玖瑠（CV.后藤邑子）,10,沉默丶Man
xFQt7CvX7FUuSLfv,MENDES（少量多指）,31BJdKkHqKzB.jpg,Humanoid(DJ Yoshitaka),13,oscar865
4RknfKN3Svhti1yu,月灯り,DSXJ6iN6WCqY.jpg,斩·赤红之瞳,9,ryamarryn
qTO058VXGvtiIL5C,quell -the seventh slave-,0O8FN4uDwO15.jpg,dj TAKA Vs. DJ YOSHITAKA,12,rnaaa
TY4RY4qdXiCWXdKX,パルス,w8AZ6vg19wBJ.jpg,Team AA(间宫明里(CV：佐仓绫音)×神崎·H·亚里亚(CV：钉宫理惠)),10,Future
hG3qytIxhqXZldmb,☆Lovely Super Idol☆,6VZfuVCJ0Jij.jpg,シリカ (CV: 日高里菜),11,施斯・彩璧
8i4h03YoLkKtDqtF,Aquarius,WdE8M0P0kcBX.png,Ccna,11,真姬MAKI
bJoyh1NfDYcYLxUh,ピカピカなのん,ZPZujCGku9xA.jpg,宫内莲华（小岩井小鸟）,7,ajlsunset
egbHWHtuZkbHGMvw,Very! Merry!! Session!!! 【EXPERT】,4UOrQrWCSkla.jpg,明坂芹菜 (イロドリミドリ),11,施斯・彩璧
DU7RY7ijVyJbmk0u,母国情绪,jlaRQIsxH9zG.jpg,東京事変,10,ryamarryn
AvOR81YmKZiny8RU,大好きな君へ,Ez12bYG0DkgE.jpg,水树奈奈,10,91999198
g8aoypRoVNjlMFkt,Bull's Eye,5YV7FwyaDKk4.png,nano,12,Future
UDJJAFRFSLZVETHR,朧,abe9eeb09942b9d6eae5607abfe77441.jpg,HHH×MM×ST,11,niconiconi
x7sbUys4kbFY5L3O,Happy★Pretty★Clover,heizpfXcxZxY.jpg,歌：Rhodanthe*,9,沉默丶Man
XgVLAzS0AIiC8PUS,きらめきを夢みて,fAbhB8HNzFkX.jpg,新田惠海,9,sumon_露菲尔
kBs39bES0hpmTJXd,"NEURON,NEURON!!",4NEv6GWLGAx1.jpg,三森 すずこ,10,sumon_露菲尔
HxmEivOzvNjLUbnd,Inner Urge,Uso57eIDA9Gp.jpg,上坂堇,10,YingC
kwJ9wODqT7Mbi9WX,Are You OK？,sut28Apx258e.jpg,Mr.Lemon,10,口袋迷
SltsBJ1nR1UsVaA3,叫べ,FpJGJMekGCBg.jpg,沼倉愛美,10,佐天泪子
DfqA8WwZsNeXrtEw,優しい世界そして未来へ,jdyco5MuYQzq.jpg,新田惠海,11,sumon_露菲尔
kE7oJ9MY7TXuSyhT,Lovely Fruit,MlUjdEFHDbbK.jpg,水樹奈々,10,ごはんぱん
7OuhpyDcnbkvn9Mj,M@STERPIECE,hHyBz890Na5g.jpg,765PRO ALLSTARS,9,随便起个名呆嗨
eeKSmZJG3r2eIHun,二人のモノグラム,CnevDNxFclyY.jpg,うたの☆プリンスさまっ♪,10,ryamarryn
A4G6ukI0sVPC0hqS,sprinter,Q49VNXLDRFBn.jpg,kalafina,10,棒小拉__
YKG2hE8ZPZDKQOKy,アカツキアライヴァル,bJnv2l78EmDR.jpg,Last Note． feat.初音ミク・巡音ルカ,11,依协莉丝
m2XGtSWhhCYoVxKo,DOKIDOKIリズム,xZBQnNe4HGNH.jpg,歌：城ヶ崎莉嘉（CV.山本希望）,10,沉默丶Man
LOy6uTTBDJTHpe5k,熱中夢中☆Diary,IifhHYObqPVL.jpg,临时女友,11,a710170030
aQotGpCJySwEviYh,はれるかなぁ（《临时女友》ed）,YcXoVXJoGYOx.jpg,椎名心实（佐藤聪美）,9,a710170030
ftH0YjJqzd5DNDWj,Memories - The Way We Were -,TFUFqV7m3pk9.jpg,NICODE,11,wilty
2c6voHHZLTjqOstV,Redo,wkWlK8IMVUeg.jpeg,鈴木このみ,11,MAMUS
zGxkaLAEkKshtaj9,Silver Sky,XPfLgkKPAAe7.jpg,Nano,9,汐喵の秋刀鱼
tBGeNILBfD4Y8HqL,あんずのうた,tJ6mqOuVu7e5.jpg,五十嵐裕美,11,tonychanczm
z5sTGqkywIThLCV0,会いたい 会いたい 会いたいな,Zmw4gMuuZde0.jpg,℃-ute,11,小泉花陽
NB3hSmVBQx6feFGH,That Is How I Roll!,CGsa74DGxLf0.png,Afterglow,10,豆腐豆腐豆
i6P1wL7CKa0yw54q,星風のホロスコープ,jQrVWV86Yex9.jpg,のみこ,10,sumon_露菲尔
tIlipYHbYXQROPde,Rainbow Tylenol,Pnx9ppb3rFa2.png,Rainbow Tylenol,12,oscar865
ScszXhElTkq3C26a,【魔卡少女樱】ずっとずっとずっと,v3TZw12kGDQ0.jpeg,木之本樱&小可（CV：丹下樱&久川绫）,9,MAMUS
g9CwFlZwgKGEFQoP,雪華,BbYD7TF42jTH.jpg,喜多村英梨,9,sumon_露菲尔
JOJLVQOODOSWZRAE,Silent tonight【自制】,c02512746e14cbe875554142508352fd.jpg,BiBi,9,小泉花陽
nCKgHaE58LAImvaK,ポルカドット 【EXPERT】,XWwdPzubmIha.png,天王洲なずな (イロドリミドリ),11,施斯・彩璧
KYVPZc4OxGE0dhZn,ツインテール·ドリーマー！,OP8Mhovu22iW.jpg,ツインテールズ,10,沉默丶Man
KtF1eFopNZ1gIvq4,不想长大-S.H.E(Expert),6YUOcq0rYU7r.png,S.H.E,10,BlackZero
q9XLjGb4fDv1eZY2,スピカテリブル【創作譜面】,kVjS5ecriX9c.png,南ことり（CV:内田彩）,11,yuyu0127
prbAWP35bDjUs86h,music box,lVhipZBHrxQu.jpg,prince of wales,10,如月喵
lmRICnYJATQ6prRx,-OutsideR:RequieM- 【EXPERT】,I9446PsIgyJc.jpg,箱部なる (イロドリミドリ),11,施斯・彩璧
UuNsoTutoCodJigW,entrance,37322d205bc2.jpg,ice,12,如月喵
FljTxwjHCdFApY1m,Rainy＊flower,7rFK7f7WRA3M.jpg,新田惠海,10,sumon_露菲尔
oy33uKFP4W79HR0R,Radio Song,3OORVwiNKOuN.jpg,Superbus,11,simcity3000
3K8QjtJl3L3BoOKN,AMAZING LOVE,QPVTLBSms6lU.jpg,うたの☆プリンスさまっ♪,10,ryamarryn
kyP9K2ixk0g0yhpK,残酷な愿いの中で,dDAXIWeN9z1y.jpg,宫永咲(植田佳奈)、原村和(小清水亚美),10,依协莉丝
c9li5SqTroRVfPx3,5分前の恋心,yA6mjZZBMdBK.jpg,橋本みゆき,10,91999198
LfHXLBRArauhVmVx,Day to story,9aQsoWV6qYpw.jpg,佐土原かおり,11,NukeLauncher
RrXxHMSSdTvWr9UT,Freesia,UT2Et4vvzrFw.png,(K)NoW_NAME(,9,佐天泪子
EnW2q1t2y08FVSar,First Gate——OverDrive,sXgz7hmdTU7k.jpg,nelime,12,如月喵
Jk1SSEan9yVYQHc4,ターゲット~赤い衝撃~,mYBsiQtkuDbq.jpg,和田光司,10,野生maki
FvXwsNXzoXurRCMG,その声が地図になる,0XxTuz8xADoy.jpg,早见沙织,10,MAMUS
