live_id,live_name,cover_path,artist,level,author
hcbCQ1eM6nXhYv3Q,NO EXIT ORION（自制）,EK7ky0SSLT3f.png,Printemps,10,依协莉丝
meghF62VkndpjB4o,Blessing,EOm1kTaBcIG4.jpg,結城アイラ,9,Leafa
5MK2iNaxPt2S4lWX,BRIDAL FESTIVAL !!! [Hard],lvwZVvfIphLY.jpg,S.S.D. feat. ななっち,8,Risu
ADYUZHGKITVZMFSL,コドモライブ,779643543093cb404419a6e1e9a173e0.jpg,onoken feat.asami,10,跌坑
sQ1X53vrJscQJ9rr,An Endless Tale,RV1qH2Nxm2Aq.jpg,和田光司 前田爱,7,野生maki
vOM179B5rdtNAIgN,RELIEF BULLET,0jV5Y4d3Eq9i.jpg,朝田詩乃 (CV: 沢城みゆき),10,施斯・彩璧
i3ucwvwKNISwwHgM,Cry Cry(Japanese Ver.),K6Mooa7yCQ9M.jpg,T-ara,10,依协莉丝
q3JQ8gKVEgavWK2R,孤独月,xvr7ojvR5EDi.jpg,幽閉サテライト,10,南惊希露丶
VFVLJYVLAYFJWJAY,London,bd9f2d13a867ee07826c4e629131ab6f.jpg,西浦智仁,7,Dororo
fTr0aAabeqooUtHQ,【Hard】みゃー姉!!,mkFMjx8Ag4lJ.jpg,星野ひなた(CV:長江里加),11,91999198
ITsoSBMHpMuXij3c,箱庭の幸福,0y371aMrRzbO.jpg,田所あずさ,9,Leafa
nmHvj8mlst4AobZM,2番道路 (秋～冬),6HqFi4safSgm.png,佐藤仁美 (GAME FREAK),11,JQ9837
z4xdzMc3NlIjYCJY,おかえりなさい,V0BNUoOMdh0a.jpg,坂本真綾,7,koume3322
6DvREs8Z8pdyaonc,jihad,3GLRt5SNyUif.jpg,KOTOKO,9,手PA无敌
RNRIQJFWXNREFKTJ,I Knew You Were Trouble,f9a7c92cc6800fcd2010d501e001a9fa.jpg,Taylor Swift,9,依协莉丝
l4Rh2EHOyOgsngfI,いつも（instrumental),02RBITNJPMUM.jpg,Spontania,9,吃瓜的小狐丸
M0pDGsxCRFYtW3Sz,キミがくれたKISEKI,YMsARjIG0sbX.jpg,pile,10,依协莉丝
Qjt3Ohqakd0qqv66,君にふれて,z0a7MlNuMLTw.jpg,安月名莉子,9,施斯・彩璧
WIyFQGLC69NCPPsQ,rio carneval,rRl30Ior1bXP.jpg,Edvin Marton,10,依协莉丝
YCUIFLXVLLEOEJUK,Intro ~未来~,d1086ebe07ea8de029c27710f4e847d9.jpg,V.K克,8,天坑君
ydvCVzquBXf2F2UR,華爛漫 -Flowers- (2nd EDITION),27QBMEcWao77.jpg,TЁЯRA (演唱:jun 作词:jun 作曲:NAOKI MAEDA),8,Jagg
D640h0bB6TYZhEIl,纯情DA DANDAN,Dp6QVFDWFy52.jpg,三森すずこ,10,依协莉丝
pAc8c5Zqk77Ja2Y7,海に行く,7YG8tI5uUOwJ.jpg,茶太,8,随便起个名呆嗨
arhOSTasLQKd26kS,+1day,XgpCi4MsGyvn.jpg,南條愛乃,9,苟利国家生死以
FIgpR0sDNzyM8Mri,青春は食べ物です,Hz7vJ5UvM0gM.jpg,petit milady,9,Leafa
4MJc4jEUANO3htEE,イノチの灯し方,GDCx8WNGTPdt.jpg,霜月はるか,9,摇曳的窗帘
z2wSdIuhZKAfXbNI,会いたい 会いたい 会いたいな HD,CnIsWm04t89H.jpg,℃-ute,8,小泉花陽
Bm6VV1QOph9H7dGz,coming home,rbSaYegjefzV.png,Peter Jeremias,10,Fantasie
RLMGRLDRBABGUOTJ,night'n'night,df4b0e2b4a4f579a3237d4c242383cdd.jpg,NJK Record feat.3L,10,依协莉丝
jLaBeZrRxQ5jlNK9,君と言ノ葉,hAZidNqeujW3.jpg,Xceon feat. Mayumi Morinaga,10,种子太傻求不黑nya
OxJ52DAG0fMFhHUq,PARANOiA Revolution - (Hard),zAWKBeTy0DTu.jpg,Climax of MAXX 360,9,BlackZero
hqOFCdzt4n2IWPpg,輝夜の城で踊りたい【自制】,CObpBoXpYeuS.jpg,μ's,8,YingC
yhUOZ8yuEHODBn7i,イワシがつちからはえてくるんだ（沙丁鱼）,D5VeLQzSkqnn.png,ころんば,8,Ika丶musume
n8JixzkazXLUwTqb,恋は前傾姿勢,zmiiv6bxdTBd.jpg,Perfume,7,Rincho
VxDIgivARXDSuQJ3,風と行く道,eGtNtFfrqGO0.jpg,大原ゆい子,9,施斯・彩璧
EQegzrI7EarauVcC,スキノスキル 【ADVANCED】,OC89OANegZPP.jpg,"Wake Up, Girls!",8,施斯・彩璧
NSLXQMKXETQZFBCL,空は高く風は歌う,acea355ccd8fddd151b6270f3a2e399d.jpg,春奈るな,8,依协莉丝
RSXAMSBVPYUMKATU,Fallen Down,fb06d6e0aab3cdb760c1142ba509caac.jpg,伊卡洛斯（CV：早见沙织）,8,天坑君
q71kqBoPY0Kq8o09,†渚の小悪魔ラヴリィ～レイディオ†,AeFLR2huPThd.png,夏色ビキニのPrim,10,telioT
fi0gVntjTdcPFsDz,【HARD】葬歌,m9O8dgyvChy6.jpg,ilem,8,野兽先辈
0ebQ20JuoeJ0jmMG,庭园にて,O5UrevK06i4J.jpg,acane_madder,7,YingC
22r3TYIT5QiBwkDf,[Hard]EMUSIC,cYmlQZRek0OX.jpg,新田惠海,8,sumon_露菲尔
yIdm6wGXBfbaZCfw,三つ葉の結びめ,NGnsQnDMRHiz.jpg,やなぎなぎ,7,Risu
BFGQBLSTVDWBEIAE,London 3,5a9e2462251d0b66585e97d65932c966.jpg,西浦智仁,8,Dororo
zS3IOozESbML5akV,大江戸戦士トノサマン,duG8DAelGfP2.jpg,逆転裁判サウンドBOX,9,kakinuma
SJTa4PvazSWhI8O8,Next to you,rSVlM0bknZL0.jpg,next to you,8,oscar865
eNmvZlOsayVjn3rx,Farewell,RftmyKC2tSFA.jpg,3R2,8,MAMUS
opdw8EHJlGCkNHLe,Sexy Love (Hyper),CLliee6wJo2d.png,T-ara,9,BlackZero
XFhPJRtmzyCG410M,コドクの回廊,lTOMr0jBLLwg.jpeg,小泉花阳（CV：久保 ユリカ）,9,天坑君
VnoyYwqOf1HyxkE9,Pokémon Super Mystery Dungeon PARTNER THEME ポケモン超不思議のダンジョン,FJFc5fUCQ7H3.jpg,Spike Chunsoft,9,gumshoe
EFzj7V9BfOMyoKxz,小さな手のひら,76HgpYexWNhK.jpg,Riya,7,浮生若沫
zLtRKfnKSVCu6RLw,Reminisce,z0nANqXp2Cbr.jpg,M2U,9,91999198
POBDHGAQGFJWAMMC,孤独なHeaven-HD,af4c195733c783c12db22aa339d323e3.jpg,小泉花阳（CV：久保由利香）,8,小泉花陽
w1CBejOzq8CEUBGa,春节序曲,vQwcibSxseRk.jpeg,李焕之,2017,小泉花陽
GrKXUwKFMH0pFYNB,WILL,LihA5mcZ4tl0.png,Villax,12,Mcy-Rb
V7Ox1CuNKyeiEkOx,群青シネマ【Hard】,796BfQqPBJPD.jpg,楠田亚衣奈,7,YingC
MHw3Mp5MGL1Kmc6m,走れメロンパン[Basic],xLbAvSgK4pUy.png,日向美ビタースイーツ♪,6,SUSAM
vEJTXC0BpjrMffB5,エブリデイワールド（Everyday world）,QxNbhnw8jzjB.jpg,雪之下雪乃（早见沙织）&由比滨结衣（东山奈央）,8,唐灵kami
aoQc0xTAKKeDb7Cg,Hanamaru Pippi wa Yoiko dake,3kATbqi2JtFp.jpg,AOP,11,gumshoe
gSONO2rknJaDWkjY,【HARD】ファッとして桃源郷,XssLG8qbPcYz.jpg,新庄かなえ（CV：三森すずこ）,9,野兽先辈
hE8MNGrV12fw7OYT,旅人の唄,tt4iDuzNuhs6.jpg,大原ゆい子,8,施斯・彩璧
kuNc4FbstvKCe8XI,I'll be there for you,iC7sZZUeWamO.jpeg,The Rambrandts,9,好男1就
OR9QkvP88M7TWna5,GO CRY GO 【ADVANCED】,iwUSjlULOruN.jpg,OxT,9,施斯・彩璧
zdcSH8f9tIWCbOl8,【HARD】花は幻想の果てに,sC74kqJiYE6W.jpg,Eastnewsound,9,野兽先辈
xGC7fcH7XVUWtoGG,セパレイト・ウェイズ 【Renewal】,pf3HnMj4esrz.jpg,戸松遥,9,施斯・彩璧
ofPUBYQvNaiDIChA,もしもからきっと,AGsvBdjKzaTY.png,東條希,8,神北榊
hGaXy53PBoO6IBFZ,夏影,ju21kC5jBsxx.png,麻枝准,7,佐天泪子
UFRBOXIYVELLGIYT,I'll believe,82e5bcaf77c288c7d570024d2804b648.png,ALTIMA,10,依协莉丝
NPORTYNYQMWFHJYO,做我的另一半,2eaa1b0a411f0c6283bef2c3b8ff106e.jpg,方糖泡泡,9,ruhua
5Y4puvm8Bza8QQ23,桃源恋歌,jpdUpAJCORI8.jpg,GARNiDELiA,9,南惊希露丶
jX24PvZogMbxz5qf,#彼氏いません,EvikzmARdN2N.jpg,petit milady,9,Leafa
JmdOqElW2kBi0JLx,Silly Love Songs (Hard),J57Lz9keoOSh.jpg,Glee Cast,7,Lin-Kun
jJl1UOrNVz1QOxu8,はじまりのうた,9ThTGY4Dwavl.jpg,petit milady,9,施斯・彩璧
LSCqyjVzoSN2do7L,"20,November [HARD]",0LeHOmGpzUJE.png,N.M.R. ft. DJ NAGUERO,12,Falco
uqaSf6fE2ieturXy,冬の日 (HARD),dmRg3KUjEbHy.jpg,放課後ティータイム,9,1O9cha
bpD1JvxNw1t1i2dH,猛進ソリストライフ！ 【ADVANCED】,ybORiV474Icu.jpg,月鈴那知 (CV: 今村彩夏),10,施斯・彩璧
jRKswx57Y0jGxxxo,卒業ですね 【EXTRA】,M4fW8dtNdJpu.jpg,AZALEA [松浦果南 (諏訪ななか)、黒澤ダイヤ (小宮有紗)、国木田花丸 (高槻かなこ)],9,施斯・彩璧
3EGmlDz1C3YJ7Uop,きみの名前,4SXkjq35ydEA.jpg,藤川千愛,9,施斯・彩璧
GgxezLgUdRJsX1na,A New World of Fairies,YlaGruH0V404.jpg,梶浦由記,10,施斯・彩璧
2jl4RvLwVKiTaBVo,Sing All Overtures 【PART 4】,iFhexIGCW5HV.jpg,キリト、アスナ、リーファ、ユイ、シリカ、リズベット 「ソードアート・オンライン」,8,施斯・彩璧
dGG1rj8IbcxQ1387,I Want You,UgjL7J6JBDKw.jpg,Lin-G,8,Risu
EU5JfT8vsNdaa88A,ゲラゲラポーのうた,hKuWNDWFqKqk.jpg,キング・クリームソーダ,8,Chigua
m8naKMLDf1kVkv2J,Won(*3*)Chu KissMe!,67jQKQrJ9evW.jpg,高山春香♪园田优♪野田コトネ♪南しずく♪池野枫♪饭冢ゆず,9,灵风之迷城
LfvNnEGivv5jRJrS,全力☆Summer!,oG1aKK378Ob8.jpg,angela,10,空瞳画家
VMLZSPMVDYILMATZ,"Sorry,Sorry(Hard)",2c9acf8e1221e78df2bd17140f743458.jpg,Super Junior,9,BlackZero
FKTHKSDMXSPQDTWD,花水月,f76c03fb8e20739c59dd18f292ddf56d.jpeg,V.K克,9,天坑君
IMzOdUCjcglnXsNB,ADAMAS 【ADVANCED】,UgJHipJVBupX.jpg,LiSA,10,施斯・彩璧
Gwi0GdSsH4W0I9OI,はつこい,cdbHz5gxi7JS.jpg,中野家の五つ子,9,施斯・彩璧
rEfvx1FWk12wHBq6,WANWAN SONG,Kh1LjLJHVUjV.jpg,黑魔,10,91999198
BO0FWXOUVFc7D5n2,Destin Histoire（TV Size）,murudcJa9dYX.jpg,yoshiki*lisa,9,琉璃浅雪
XqlPz7UxF3sQIUB9,Meaning the start,GwEO5ctd4Ode.jpg,アリス (CV: 茅野愛衣),9,施斯・彩璧
NTESDLDQLDHNIENN,Trouble Busters【Hard】,fd0545f6fab4b4897953c9beec0451ab.jpg,BiBi,8,EliAyase
tnfdqdHUygQfsbk5,サクラバイバイ,bd8luGWv08vB.png,CYaRon! 高海千歌/渡边曜/黑泽ルビィ,7,Merjoex
0caQnTSKxsD3gQSf,ヒカリノメロディ,MbcjsNtTnL35.jpg,三森すずこ,10,依协莉丝
S1mtgFBVYq8GcmGU,Open Your Eyes,cYal13o8mLSQ.jpg,亚咲花,11,空瞳画家
TGZo6xtLb3PGmhq9,【HARD】メグメグ☆フャイヤーエンドレスナイト,7OKQB4qbnp4Q.jpg,Samfree,9,洛水涟漪
o6M4OCr8UH8xRt0e,カーストルーム,iU6Wg8AStIPe.jpg,ZAQ,10,空瞳画家
Fxb4shjOqzUgTt5P,紫苑镇Dubstep Remix,HYp2xOUiojI7.jpg,紫苑镇Dubstep Remix,9,星空ロミオ
pm8OyPhL47fB4luK,Reimei【hard】,VcmmvD17vVnz.jpg,影虎。,10,91999198
UYkfeGnbS4VnqKib,木彫り鯰と右肩ゾンビ,9DaOYnznBDWK.png,赤飯 / hanzo,11,CrazyKid
D1lH5OwbEtVo8pQU,【5K模式】奏(かなで) (TV Size Ver.),dI7YNBWALUKE.jpg,雨宮天 (あまみや そら),9,芒果芒果芒
qtW17flIl5tb9tyM,everyday shine³,6ASL2ArQzIYo.jpg,petit milady,9,Leafa
XTFGIROPVLSZAMEP,夏、終わらないで,34ae5982f094cecace81cbc14c1a8c19.jpg,μ‘s,9,小泉花陽
3glScuaT9UUM2tzI,White Album (Piano ver)白色相簿主题曲,qbgW99y7LIvJ.jpg,LEAF社/AQUAPLUS 白色相簿/White Album 作曲：石川真也 原唱：森川由绮,9,粉条大叔
tZuhqyjyQULbK2b6,これから,pAoxIoo2GroF.jpg,μ's これから,10,oscar865
VaAGqtl72vN6u99F,Sing All Overtures 【PART 1】,4E2vsYazYVLM.jpg,アスナ、リーファ、ユイ、シリカ、リズベット,8,施斯・彩璧
NZAMIGQKWKLIRIEB,1年2ヶ月と20日,890155064f50a5358f902e6accb18bb5.jpg,BRIGHT,9,小泉花陽
YVGqiZ5wcTxh5GeE,unlasting,FT4fLbRTU56T.jpg,LiSA,9,施斯・彩璧
7Xa3ZC6GpXfGfvxM,unlasting 【Special】,fNszy4mYVZIU.jpg,LiSA,10,施斯・彩璧
6vGknv9KUaH8SxHk,Aqours☆HEROES,cImGc3NAPfox.png,Aqours,11,gumshoe
ODHLTFGVUKJQVFCH,and I 'm home,cf5ed28d2f8e97610956d7bd95532648.jpg,野中蓝&喜多村英梨,8,依协莉丝
DRePF1ZCffagAyhl,约束の绊,TWvoTbU6JXtr.jpg,妖梦讨伐队(栗山未来(CV.种田梨沙)、名瀬美月(CV.茅原实里)、新堂爱(CV.山冈百合),9,依协莉丝
hIRNkwq063aT6Y6N,时を刻む唄,EqisyIMdb9FF.jpg,Lia,9,niconiconi
rpMikM4QDa0A6f0l,はなまるぴっぴはよいこだけ[HARD],KnjBHStxpfP5.jpg,おそ松さん,8,ryamarryn
ANZWBFLPJZIDUJCK,ebullient future,1d2bc1c08f897b7b07299721513f59d4.jpg,ELISA,9,依协莉丝
FSGRIETWPNEVXCYO,Counting Stars,e179278c3f58275452821b73bdb900fb.jpg,OneRepublic,9,依协莉丝
2Uzg9KLygtjjzBtJ,二人セゾン,e3V3Tyb5NbHn.jpg,欅坂46,9,依协莉丝
0QoZuJNvhfg6X5Yd,Eat or Love??,Tn971tPjpObc.jpg,petit milady,9,Leafa
OXGGXTVWCISWFOUP,Butter-Fly【Hard】,b383cf46f38873cc3988630961dbc688.jpg,和田光司,9,niconiconi
EmZ2WSQWRTjvjyLS,Bangin' Burst[HD],am1hfANl2sJr.jpg,かめりあ,11,oscar865
Ga8xhPfMB3Ddqx3C,ライオン,8nflB2ZvpzFf.jpg,May'n&中島愛,10,依协莉丝
nX1dlPbQpbnJUJs2,With An Orchid,9RqHQ5mZesoB.jpg,雅尼,9,吃瓜的小狐丸
X3qx281BeJqvh4qR,Marble Soda,gDpba68Sezsu.jpg,Shawn Wasabi,11,gumshoe
aZ2CONK69cDSozUX,いつか,aelaJjaSkvD8.jpg,下地紫野,9,施斯・彩璧
WeBXh6Pz4R53kJhs,走り始めたばかりのキミに,3qfpy5C9uXqO.jpg,Poppin' Party,10,依协莉丝
QAPIVZBPSTOOBOYJ,ふわふわ時間,bc0bb4a7b08085832aa1543e68dca61c.jpg,樱高轻音部,10,依协莉丝
YlY0eHNXvs5Q3ojG,rainy! rainy! rainy!,r9mgqCKoRVjp.jpg,petit milady,8,Leafa
QYBWWWDWAQMFWEOY,Little Busters! ,552582d0af5e3dc6619c329fcb16d0ef.jpg,Rita,9,依协莉丝
4wHyQdDPxUVc04nB,Sky The Graffiti,5vWz6q5nh4lM.jpg,リーファ (CV: 竹達彩奈),9,Leafa
jfBAtozCTFP1ZsSt,【HARD】リリリリ★バーニングナイト,WIxAz3crYKGo.jpg,vocaloid,9,野兽先辈
9gNcP2sHBLbpVUrX,風色メロディ,IaKcZQJFWOBr.jpg,緒方智絵里 (CV: 大空直美),10,施斯・彩璧
a39BbxCmkqUbWsm9,Reflection,srVa2dvaJhrw.jpg,新田惠海,8,sunrainbow
ljNkEbAjdH5jSJsI,Departures ~Blessing~,kyfrbGSDdYkJ.png,EGOIST,9,小泉花陽
OGWYPSJPNIASRFLS,SPICA,d7033dab34320ed8522e97473ac204b0.jpg,初音ミク,9,天坑君
CWNJJOVPEJTSGEYJ,overfly,df11aa8a6a5adee6d6107abe5b13ea69.jpg,春奈るな,9,依协莉丝
8jTDYCfvfTUGSSaX,【HARD】双竜ノ乱,w2BlTrSfyrls.jpg,世阿弥,10,洛水涟漪
Jg9qeTAyNjKiN7lq,忘川,4RxhQAJKqhja.jpg,小曲儿,8,野兽先辈
RAKHDWXFPMURQBIS,zzz,14e9f871b8e8ef7ccb8dff31286f7d34.jpg,佐咲紗花,9,小泉花陽
345SmXkoVOI55Z6I,君が梦を连れてきた,iBOW5vySFesC.jpg,ペットな彼女たち,7,唐灵kami
DXVDJzR7goSub9ly,燎原ノ舞,wsBds9ZRv1cb.jpg,世阿弥,10,野兽先辈
VGjwn3IOgr3c9BvS,そんなゆめをみたの ~lonely dreaming girl~ (short ver.),LBudqtHSwbr0.jpg,魂音泉 (编曲:Coro 作词:Coro 演唱:たま),7,Jagg
NJxndqCISpJHkzs5,Milk,iDsGXWUqC5HQ.jpg,渋谷 毅,8,ryamarryn
FptUnDHphuY95cbq,光の旋律（TV ver.）,rJAN0KACb6QV.jpg,kalafina,9,棒小拉__
UAUOOPLIDMHWFDMF,残酷天使的行动纲领,c099dc360188a7e3d421e354f7c7acb4.jpg,我也不造=。=,9,依协莉丝
LRZSBPDYQSYNQJYF,SENTIMENTAL StepS【自制】,c62e24ed53e310c662d0ff066072cf1a.jpg,μ's,8,口袋迷
GD04elIn10gtYHcM,まどろみの约束,BAbFbBUvoBHA.jpg,千反田爱瑠(佐藤聪美)&伊原摩耶花(茅野爱衣),8,唐灵kami
iDEjUciJBHLH6qyv,【HARD】夢見花,5osETKP4afmJ.jpg,Pile,9,野兽先辈
DlrwccAKCRnIIlgt,スライドライド 【ADVANCED】,jzFHl3L1ydrZ.jpg,"Run Girls, Run!",9,施斯・彩璧
yAGzAyx7QIFZSn7b,Oh! One True Love,y64Js1o47MRr.png,Mettaton,8,nvmachmage
j7BOOIsBLFEqpFBz,エウテルペ ~Silence~,eZK38djZgVV2.jpg,EGOIST,6,小泉花陽
U7EoVLxKQ2ymp6SR,【HARD】ふ・れ・ん・ど・し・た・い,SLtQZCjav7JC.jpg,學園生活部,9,RizkyLsj
q5DDdDDnkHiZsp3k,ほしぞらトラベル【hard】,DRoNq6mxV4rK.jpg,奏音,11,91999198
2XWuxU1Z16Ye9NaQ,アイネクライネ(eine kleine),Qx56ZOXcyN9W.jpg,米津玄师 ハチ Yankee,9,星空ロミオ
GLSAVPLURJRYTPYS,sweets parade,38565e4c9086a02cc5fb8f091346c230.jpg,花澤香菜 ,9,小泉花陽
maKLI4wxb8EzQlgH,Bloody Mary,85Bdwj5DsnHi.jpg,Lady Gaga,9,simcity3000
MRXUIDAGPGJRHQCF,Rolling girl（hard）,6cb8830f97e0edb97079fd0b1622fa76.png,wowaka（feat.初音ミク）,7,散步君
BkQ7bzbSjLdZgH3T,【HARD】アマツキツネ,Dwh02G93Oxh8.jpg,まらしぃ.feat..花たん,9,野兽先辈
4Kz3KqstP4sKg4fu,EXO - MAMA (Short Version),0yN0XLbPyrDq.jpg,EXO,10,BlackZero
x6lvCdZSok1ECnts,これまでのラブライブ ミュージカルver,yazCt00y72dt.jpg,作詞：京極 尚彦　　作曲／編曲：藤澤 慶昌,9,Blue8Note
Gh4QZTQdHw4SAZ8B,Tomorrow's Rosario,W48eoHeui0BN.jpg,アスナ (CV: 戸松遥),9,施斯・彩璧
HULKIJWJDOKBLRLV,Jumping!!,34847091d07b30e08a70509ad15bf6b3.jpg,作词∶yuiko/作曲∶Meis Clauson/编曲∶上杉洋史/歌∶Rhodanthe*,9,跌坑
F9stA05Vn9SYJzou,Beyond,QpzFfoXgAlcf.png,rabpit,9,随便起个名呆嗨
ZALf7BGxkbZl6vur,Recovering the courage 【Advanced】,1Yaya3GOppjx.jpg,キリト、アスナ、リーファ、シノン、ユージオ,9,Leafa
